year,state,office,district,stage,forecast_final,actual_result,forecast_error
2020,CT,State House,76,general,0.38,0.38,0.01
2020,WV,State House,17,general,0.24,0.28,0.04
2020,MT,State House,63,general,0.65,0.61,0.04
2020,CT,State Senate,30,general,0.43,0.45,0.02
2020,WV,State Senate,13,general,0.55,0.56,0.01
2020,KY,State House,69,general,0.44,0.36,0.08
2020,MI,State House,85,general,0.39,0.35,0.04
2020,FL,State House,16,general,0.42,0.42,0
2020,MI,US House,10,general,0.39,0.32,0.07
2020,MO,State House,135,general,0.51,0.48,0.03
2020,PA,US House,6,general,0.57,0.55,0.03
2020,NY,US House,11,general,0.51,0.42,0.09
2020,FL,US House,3,general,0.42,0.43,0.01
2020,SD,State Senate,11,general,0.39,0.4,0
2020,CA,State House,10,general,0.33,0.32,0.01
2020,NH,Governor,NH,general,0.39,0.35,0.05
2020,CA,US House,39,general,0.51,0.49,0.02
2020,TX,US House,32,general,0.52,0.52,0.01
2020,TN,State House,83,general,0.43,0.46,0.03
2020,UT,State House,4,general,0.4,0.42,0.02
2020,TN,State House,82,general,0.43,0.41,0.01
2020,RI,State House,43,general,0.68,0.58,0.09
2020,SD,State Senate,17,general,0.36,0.32,0.04
2020,WI,State House,87,general,0.35,0.29,0.06
2020,AZ,State House,28,general,0.28,0.29,0.01
2020,NH,State Senate,7,general,0.47,0.41,0.05
2020,CT,State House,60,general,0.54,0.55,0.01
2020,WY,State House,57,general,0.38,0.31,0.07
2020,WV,State Senate,7,general,0.52,0.44,0.08
2020,ME,US House,2,general,0.61,0.53,0.08
2020,WA,US House,3,general,0.51,0.44,0.07
2020,UT,State House,53,general,0.38,0.37,0.01
2020,KY,State House,37,general,0.61,0.54,0.06
2020,TX,State House,27,general,0.69,0.68,0.01
2020,WI,State House,52,general,0.4,0.38,0.02
2020,OR,State House,16,general,0.76,0.76,0
2020,MN,State House,33B,general,0.54,0.51,0.03
2020,WA,US House,5,general,0.44,0.41,0.03
2020,GA,State House,95,general,0.53,0.56,0.02
2020,FL,State House,78,general,0.43,0.43,0.01
2020,GA,State House,51,general,0.53,0.55,0.02
2020,SC,State House,49,general,0.7,0.64,0.07
2020,CT,US House,5,general,0.55,0.55,0
2020,SD,State Senate,6,general,0.37,0.33,0.04
2020,FL,State House,42,general,0.51,0.46,0.05
2020,NM,State House,36,general,0.63,0.54,0.09
2020,KY,State House,33,general,0.48,0.46,0.03
2020,GA,US House,10,general,0.4,0.36,0.04
2020,IN,State House,37,general,0.45,0.42,0.03
2020,MO,State House,111,general,0.36,0.29,0.06
2020,PA,State House,161,general,0.59,0.55,0.04
2020,CA,US House,26,general,0.69,0.63,0.07
2020,KS,State House,85,general,0.43,0.39,0.03
2020,NC,State House,18,general,0.63,0.6,0.03
2020,MI,State House,84,general,0.33,0.28,0.05
2020,ME,State House,58,general,0.52,0.49,0.03
2020,DE,State House,21,general,0.47,0.47,0
2020,UT,State House,1,general,0.18,0.14,0.04
2020,NE,US House,2,general,0.49,0.46,0.03
2020,MI,State House,82,general,0.3,0.27,0.03
2020,NV,State House,31,general,0.53,0.48,0.05
2020,PA,US House,14,general,0.41,0.32,0.09
2020,NC,State Senate,23,general,0.72,0.68,0.03
2020,TN,State House,63,general,0.33,0.31,0.02
2020,CT,State Senate,14,general,0.53,0.57,0.04
2020,AZ,State Senate,8,general,0.44,0.43,0.01
2020,AZ,State Senate,14,general,0.4,0.38,0.02
2020,WV,State Senate,1,general,0.5,0.47,0.03
2020,SC,State House,94,general,0.39,0.39,0
2020,MI,State House,77,general,0.38,0.4,0.02
2020,FL,State House,59,general,0.52,0.51,0.01
2020,CT,State House,142,general,0.56,0.55,0
2020,NC,State House,59,general,0.51,0.48,0.03
2020,NH,State Senate,11,general,0.52,0.5,0.02
2020,CT,US House,3,general,0.64,0.56,0.08
2020,MO,State House,98,general,0.39,0.4,0.01
2020,IL,US House,10,general,0.63,0.6,0.03
2020,UT,State House,18,general,0.29,0.28,0.01
2020,RI,US Senate,RI,general,0.62,0.66,0.04
2020,OH,State House,45,general,0.66,0.64,0.02
2020,NH,State Senate,4,general,0.61,0.61,0
2020,MO,State House,37,general,0.55,0.56,0.01
2020,RI,State House,71,general,0.54,0.56,0.02
2020,FL,State House,48,general,0.64,0.65,0.01
2020,WV,US House,2,general,0.44,0.37,0.07
2020,NC,State House,100,general,0.74,0.72,0.02
2020,IN,State House,76,general,0.42,0.38,0.04
2020,FL,US House,7,general,0.55,0.55,0.01
2020,NC,State House,88,general,0.65,0.63,0.02
2020,CT,State House,25,general,0.66,0.74,0.08
2020,SD,State House,25,general,0.14,0.16,0.02
2020,SC,US House,2,general,0.43,0.43,0.01
2020,MT,US Senate,MT,general,0.5,0.47,0.03
2020,KS,State House,95,general,0.55,0.54,0.01
2020,RI,State House,70,general,0.62,0.62,0.01
2020,MN,State House,61A,general,0.77,0.85,0.07
2020,DE,State House,30,general,0.35,0.32,0.03
2020,ID,State Senate,5,general,0.58,0.5,0.08
2020,MT,State House,6,general,0.36,0.31,0.05
2020,NV,State House,34,general,0.59,0.58,0.01
2020,OK,State House,78,general,0.65,0.59,0.06
2020,MI,State House,55,general,0.66,0.72,0.07
2020,MI,State House,2,general,0.72,0.74,0.02
2020,OR,US House,5,general,0.54,0.54,0.01
2020,IA,State House,40,general,0.54,0.6,0.06
2020,UT,State House,72,general,0.21,0.18,0.03
2020,ME,State House,107,general,0.56,0.48,0.08
2020,UT,State House,9,general,0.46,0.42,0.05
2020,MT,State House,78,general,0.51,0.46,0.05
2020,AZ,State Senate,10,general,0.6,0.6,0
2020,NY,US House,10,general,0.68,0.69,0.01
2020,MI,State House,88,general,0.29,0.28,0.01
2020,PA,State House,101,general,0.35,0.37,0.01
2020,NV,US House,3,general,0.54,0.49,0.05
2020,TN,State House,66,general,0.26,0.22,0.04
2020,FL,State House,50,general,0.47,0.43,0.04
2020,SC,State House,35,general,0.36,0.32,0.04
2020,CA,State House,57,general,0.62,0.61,0.02
2020,UT,State Senate,8,general,0.57,0.59,0.02
2020,NC,State House,64,general,0.43,0.4,0.03
2020,GA,State Senate,43,general,0.71,0.77,0.06
2020,OR,State House,7,general,0.38,0.32,0.06
2020,TX,State House,117,general,0.57,0.55,0.02
2020,NV,State House,11,general,0.74,0.76,0.02
2020,OK,State House,29,general,0.24,0.18,0.06
2020,NV,State House,10,general,0.61,0.61,0
2020,KS,State House,17,general,0.47,0.51,0.03
2020,CO,State House,45,general,0.36,0.37,0.02
2020,CT,State House,46,general,0.64,0.62,0.02
2020,KS,State House,38,general,0.42,0.37,0.05
2020,NM,State House,22,general,0.51,0.49,0.02
2020,ME,State House,138,general,0.58,0.58,0
2020,NC,State House,116,general,0.63,0.62,0.01
2020,MN,State House,53A,general,0.63,0.6,0.03
2020,TX,US House,2,general,0.47,0.42,0.05
2020,KY,State House,48,general,0.53,0.49,0.04
2020,ME,State House,54,general,0.64,0.63,0.01
2020,CA,US House,3,general,0.61,0.59,0.03
2020,OK,State House,64,general,0.49,0.46,0.03
2020,SC,State House,26,general,0.4,0.4,0
2020,WY,State House,8,general,0.42,0.47,0.05
2020,IA,State House,97,general,0.45,0.37,0.08
2020,ME,State House,97,general,0.72,0.67,0.05
2020,CT,State House,77,general,0.51,0.47,0.04
2020,IN,State House,25,general,0.31,0.3,0.01
2020,MN,State House,33A,general,0.41,0.42,0.01
2020,CT,State Senate,26,general,0.53,0.58,0.05
2020,MO,US House,7,general,0.3,0.27,0.04
2020,CT,State Senate,9,general,0.6,0.58,0.02
2020,NV,State House,39,general,0.3,0.3,0
2020,CA,State House,10,general,0.67,0.68,0.01
2020,TX,State House,142,general,0.83,0.75,0.08
2020,VT,Attorney General,VT,general,0.67,0.68,0.01
2020,PA,State House,99,general,0.28,0.26,0.02
2020,CT,State House,123,general,0.48,0.47,0.01
2020,HI,State House,18,general,0.7,0.68,0.02
2020,MO,State House,64,general,0.39,0.31,0.08
2020,CT,State House,4,general,0.87,0.85,0.02
2020,FL,US House,15,general,0.48,0.44,0.03
2020,VT,Secretary Of State,VT,general,0.6,0.62,0.01
2020,CA,State House,26,general,0.42,0.45,0.03
2020,UT,State House,44,general,0.5,0.57,0.07
2020,NY,State House,101,general,0.4,0.34,0.06
2020,NC,US House,10,general,0.36,0.31,0.04
2020,WV,State House,13,general,0.16,0.12,0.04
2020,CA,US House,18,general,0.63,0.66,0.03
2020,IL,State House,61,general,0.54,0.52,0.02
2020,TX,State House,44,general,0.31,0.29,0.02
2020,TN,State House,25,general,0.21,0.18,0.02
2020,WI,US House,6,general,0.39,0.4,0.02
2020,NC,State House,28,general,0.4,0.32,0.08
2020,WI,State House,57,general,0.61,0.57,0.04
2020,MI,State House,41,general,0.52,0.55,0.03
2020,NM,State House,43,general,0.62,0.61,0.01
2020,FL,US House,8,general,0.39,0.39,0
2020,MT,State House,98,general,0.55,0.59,0.03
2020,KY,State House,46,general,0.64,0.59,0.05
2020,SC,State House,77,general,0.82,0.84,0.02
2020,NC,State House,83,general,0.48,0.49,0.01
2020,TN,State House,52,general,0.78,0.72,0.06
2020,CA,US House,52,general,0.71,0.65,0.06
2020,RI,State House,72,general,0.58,0.57,0
2020,OR,State House,2,general,0.34,0.28,0.06
2020,MN,State House,63B,general,0.69,0.73,0.04
2020,CT,State Senate,33,general,0.52,0.54,0.02
2020,MO,State House,106,general,0.45,0.49,0.04
2020,MI,State House,67,general,0.56,0.54,0.02
2020,TN,State House,78,general,0.31,0.28,0.03
2020,CA,State House,18,general,0.83,0.88,0.05
2020,MI,State House,75,general,0.76,0.75,0.01
2020,PA,State House,13,general,0.44,0.41,0.03
2020,ID,State Senate,15,general,0.51,0.47,0.04
2020,ID,US House,1,general,0.35,0.29,0.06
2020,MI,State House,30,general,0.43,0.38,0.05
2020,MI,State House,89,general,0.37,0.38,0.01
2020,CT,State Senate,10,general,0.8,0.8,0
2020,MN,State House,53B,general,0.53,0.53,0
2020,NY,US House,17,general,0.54,0.54,0
2020,MI,State House,53,general,0.84,0.87,0.03
2020,MI,State House,80,general,0.36,0.34,0.02
2020,AR,State House,94,general,0.43,0.45,0.02
2020,OH,State House,53,general,0.38,0.32,0.07
2020,FL,State Senate,23,general,0.42,0.4,0.02
2020,CT,State Senate,31,general,0.42,0.42,0
2020,KY,State House,8,general,0.5,0.45,0.05
2020,FL,State House,80,general,0.37,0.36,0.01
2020,ID,State Senate,17,general,0.64,0.62,0.02
2020,ME,State House,120,general,0.32,0.36,0.04
2020,FL,State House,84,general,0.53,0.47,0.06
2020,OR,State House,28,general,0.68,0.65,0.02
2020,AZ,State House,28,general,0.28,0.27,0
2020,SC,State House,73,general,0.79,0.78,0.01
2020,ME,State House,12,general,0.63,0.68,0.04
2020,AZ,US House,7,general,0.76,0.79,0.03
2020,WI,State House,63,general,0.38,0.42,0.04
2020,CA,US House,18,general,0.37,0.34,0.03
2020,OR,US House,2,general,0.42,0.37,0.04
2020,CA,US House,16,general,0.66,0.61,0.06
2020,TN,State House,20,general,0.32,0.27,0.05
2020,ME,State House,137,general,0.44,0.35,0.09
2020,NC,State House,10,general,0.39,0.3,0.09
2020,RI,State Senate,6,general,0.87,0.9,0.03
2020,ID,State Senate,1,general,0.27,0.23,0.04
2020,MI,US House,11,general,0.53,0.5,0.03
2020,SD,State House,24,general,0.25,0.16,0.09
2020,WI,State House,12,general,0.81,0.82,0
2020,MI,State House,33,general,0.34,0.3,0.05
2020,CO,State House,10,general,0.83,0.87,0.04
2020,MI,State House,83,general,0.4,0.34,0.05
2020,NY,State House,149,general,0.66,0.62,0.04
2020,CA,US House,35,general,0.75,0.71,0.04
2020,ME,State House,42,general,0.67,0.68,0.01
2020,CT,State House,145,general,0.72,0.77,0.05
2020,MO,State House,31,general,0.46,0.46,0.01
2020,OH,State House,92,general,0.37,0.33,0.04
2020,MI,US House,9,general,0.63,0.58,0.05
2020,CA,US House,25,general,0.47,0.5,0.03
2020,SC,State House,19,general,0.4,0.39,0.01
2020,PA,State House,23,general,0.94,0.85,0.08
2020,GA,State Senate,45,general,0.42,0.44,0.03
2020,PA,State House,137,general,0.43,0.37,0.07
2020,NM,State House,44,general,0.45,0.44,0
2020,CT,State House,120,general,0.52,0.52,0
2020,WI,US House,3,general,0.55,0.51,0.04
2020,MO,State House,20,general,0.37,0.35,0.02
2020,WI,US House,1,general,0.44,0.36,0.07
2020,NJ,US House,5,general,0.6,0.58,0.02
2020,SD,State House,35,general,0.12,0.16,0.04
2020,UT,State House,41,general,0.27,0.27,0
2020,MT,State House,71,general,0.33,0.26,0.08
2020,IA,State House,78,general,0.37,0.32,0.05
2020,IL,US House,17,general,0.54,0.52,0.02
2020,CO,US House,5,general,0.37,0.39,0.02
2020,ME,State House,45,general,0.65,0.63,0.02
2020,NC,US House,8,general,0.51,0.47,0.05
2020,NY,State House,44,general,0.81,0.77,0.04
2020,PA,US House,10,general,0.51,0.47,0.05
2020,KS,State House,86,general,0.6,0.55,0.05
2020,WI,State House,65,general,0.69,0.6,0.09
2020,SC,US House,6,general,0.73,0.68,0.04
2020,SC,State House,79,general,0.79,0.87,0.09
2020,WA,US House,4,general,0.29,0.35,0.06
2020,FL,State House,114,general,0.52,0.46,0.07
2020,HI,State House,40,general,0.48,0.42,0.06
2020,OR,State House,15,general,0.47,0.4,0.07
2020,ME,State House,123,general,0.67,0.72,0.05
2020,SD,State Senate,27,general,0.61,0.56,0.04
2020,IA,State House,82,general,0.5,0.49,0
2020,WI,State House,68,general,0.41,0.39,0.02
2020,IA,State House,21,general,0.34,0.3,0.05
2020,RI,State Senate,34,general,0.47,0.46,0.02
2020,ME,State Senate,23,general,0.59,0.56,0.03
2020,NY,State House,141,general,0.81,0.87,0.06
2020,CA,State House,64,general,0.62,0.6,0.02
2020,NY,State House,138,general,0.69,0.6,0.09
2020,NC,State Senate,3,general,0.61,0.52,0.09
2020,OH,State House,73,general,0.41,0.43,0.02
2020,NC,State Senate,36,general,0.44,0.42,0.02
2020,OH,State House,47,general,0.41,0.41,0
2020,GA,State House,71,general,0.26,0.23,0.03
2020,MO,US House,4,general,0.35,0.3,0.05
2020,SD,State Senate,14,general,0.44,0.44,0
2020,RI,State House,11,general,0.88,0.87,0.01
2020,TN,State House,67,general,0.56,0.55,0.01
2020,GA,US House,7,general,0.52,0.51,0.01
2020,IA,State House,13,general,0.54,0.58,0.05
2020,ME,State Senate,17,general,0.48,0.41,0.06
2020,TX,State House,17,general,0.42,0.37,0.05
2020,CT,State Senate,32,general,0.48,0.42,0.07
2020,VA,US Senate,VA,general,0.6,0.56,0.04
2020,MN,State House,52B,general,0.56,0.55,0.01
2020,CT,State House,62,general,0.43,0.44,0.01
2020,FL,US House,26,general,0.57,0.48,0.09
2020,MT,State House,83,general,0.6,0.54,0.05
2020,MN,State House,39B,general,0.53,0.5,0.03
2020,UT,State House,7,general,0.36,0.39,0.03
2020,OH,US House,8,general,0.33,0.31,0.02
2020,SC,State House,64,general,0.62,0.54,0.08
2020,ID,US House,2,general,0.35,0.38,0.04
2020,ME,State House,6,general,0.6,0.56,0.04
2020,WV,State House,10,general,0.15,0.17,0.02
2020,VA,US House,10,general,0.62,0.56,0.06
2020,SC,State House,112,general,0.4,0.42,0.02
2020,NY,State House,68,general,0.91,0.9,0.01
2020,NC,State House,62,general,0.45,0.43,0.02
2020,VA,US House,4,general,0.62,0.61,0.02
2020,TX,State House,129,general,0.43,0.41,0.02
2020,CA,State House,27,general,0.74,0.74,0
2020,AZ,State Senate,25,general,0.38,0.41,0.03
2020,OK,State House,83,general,0.53,0.48,0.04
2020,CA,US House,36,general,0.69,0.62,0.06
2020,MN,State House,14B,general,0.58,0.56,0.02
2020,GA,US House,2,general,0.64,0.58,0.06
2020,MO,State House,60,general,0.42,0.36,0.06
2020,MI,State House,38,general,0.48,0.52,0.03
2020,WI,State House,51,general,0.49,0.48,0.01
2020,IN,State House,69,general,0.26,0.18,0.08
2020,TN,US House,6,general,0.29,0.24,0.05
2020,OK,State House,23,general,0.42,0.38,0.04
2020,CA,State House,28,general,0.75,0.74,0.01
2020,CO,State House,36,general,0.61,0.62,0.01
2020,KS,State House,32,general,0.78,0.75,0.03
2020,AZ,US House,9,general,0.61,0.62,0.01
2020,MT,State House,76,general,0.61,0.62,0
2020,NM,State House,19,general,0.71,0.74,0.03
2020,NY,US House,27,general,0.27,0.31,0.04
2020,NM,US House,1,general,0.64,0.58,0.06
2020,SD,State House,18,general,0.48,0.43,0.05
2020,CT,State House,100,general,0.62,0.65,0.04
2020,NC,State Senate,27,general,0.53,0.54,0.01
2020,CA,US House,32,general,0.72,0.67,0.05
2020,KS,State House,30,general,0.55,0.52,0.03
2020,MI,State House,87,general,0.32,0.28,0.04
2020,OH,State House,9,general,0.87,0.87,0
2020,ME,State House,16,general,0.45,0.48,0.03
2020,SD,State House,34,general,0.15,0.18,0.03
2020,TX,State House,63,general,0.32,0.33,0
2020,SD,State House,17,general,0.34,0.27,0.07
2020,IL,State House,104,general,0.44,0.41,0.03
2020,KS,State House,31,general,0.71,0.71,0.01
2020,MN,State House,54A,general,0.53,0.49,0.05
2020,GA,State House,132,general,0.54,0.48,0.06
2020,MI,State House,25,general,0.55,0.53,0.02
2020,AR,State House,31,general,0.36,0.3,0.06
2020,TN,US House,3,general,0.37,0.3,0.07
2020,ME,State Senate,9,general,0.54,0.55,0.01
2020,TX,State House,119,general,0.61,0.62,0.01
2020,OH,State House,87,general,0.29,0.24,0.05
2020,CT,State Senate,24,general,0.54,0.56,0.02
2020,NC,State House,51,general,0.5,0.43,0.08
2020,NY,US House,25,general,0.57,0.53,0.04
2020,DE,State House,9,general,0.41,0.45,0.05
2020,MO,State House,82,general,0.69,0.74,0.05
2020,AR,State House,90,general,0.34,0.37,0.03
2020,NY,US House,3,general,0.56,0.49,0.07
2020,CT,State House,42,general,0.41,0.46,0.05
2020,NC,State House,16,general,0.44,0.36,0.09
2020,ME,State House,90,general,0.62,0.65,0.03
2020,IL,State House,82,general,0.38,0.33,0.05
2020,PA,State House,152,general,0.52,0.51,0.01
2020,OH,State House,58,general,0.73,0.67,0.05
2020,KS,State House,54,general,0.38,0.32,0.06
2020,MD,US House,2,general,0.69,0.67,0.03
2020,IL,US House,3,general,0.53,0.53,0
2020,TX,State House,150,general,0.4,0.39,0.01
2020,WI,State House,71,general,0.58,0.55,0.03
2020,NC,State Senate,43,general,0.39,0.34,0.04
2020,CA,US House,22,general,0.39,0.47,0.07
2020,MI,State House,46,general,0.4,0.38,0.02
2020,KY,State House,10,general,0.49,0.48,0.01
2020,NC,State Senate,34,general,0.35,0.29,0.06
2020,MI,State House,109,general,0.57,0.57,0
2020,NH,State Senate,12,general,0.5,0.49,0.01
2020,OH,State House,36,general,0.47,0.48,0.01
2020,AZ,State Senate,23,general,0.4,0.43,0.04
2020,MN,State House,9A,general,0.31,0.26,0.05
2020,CO,State House,17,general,0.56,0.58,0.03
2020,CA,State House,8,general,0.65,0.57,0.08
2020,GA,US House,6,general,0.51,0.54,0.03
2020,NY,State House,109,general,0.75,0.67,0.08
2020,NH,State Senate,19,general,0.42,0.44,0.02
2020,GA,State Senate,47,general,0.33,0.34,0.01
2020,UT,State House,20,general,0.31,0.34,0.04
2020,ME,State Senate,13,general,0.49,0.51,0.02
2020,NV,State House,41,general,0.51,0.51,0
2020,MI,State House,48,general,0.54,0.5,0.05
2020,AK,State House,10,general,0.29,0.26,0.03
2020,GA,State House,43,general,0.48,0.49,0.02
2020,TX,US House,6,general,0.47,0.44,0.03
2020,MO,State House,9,general,0.35,0.29,0.06
2020,KS,State House,52,general,0.38,0.44,0.06
2020,NJ,US House,12,general,0.69,0.7,0.01
2020,CT,State House,96,general,0.62,0.66,0.04
2020,KY,US House,2,general,0.31,0.26,0.05
2020,CT,State House,146,general,0.72,0.7,0.02
2020,VA,US House,11,general,0.74,0.72,0.03
2020,WV,State House,1,general,0.17,0.16,0.01
2020,NY,State Senate,49,general,0.4,0.33,0.08
2020,FL,US House,5,general,0.64,0.65,0.01
2020,ME,State House,98,general,0.55,0.52,0.03
2020,MN,State House,12B,general,0.3,0.25,0.05
2020,TN,State House,31,general,0.21,0.17,0.04
2020,ME,State House,60,general,0.66,0.71,0.05
2020,DE,State House,26,general,0.66,0.72,0.05
2020,PA,State House,138,general,0.47,0.44,0.04
2020,FL,State House,53,general,0.44,0.44,0
2020,KY,State House,11,general,0.55,0.46,0.09
2020,FL,State House,111,general,0.38,0.35,0.03
2020,NC,State Senate,11,general,0.51,0.45,0.06
2020,IL,State House,91,general,0.42,0.37,0.05
2020,RI,State Senate,29,general,0.68,0.66,0.02
2020,AZ,State Senate,4,general,0.61,0.57,0.04
2020,PA,State House,61,general,0.56,0.6,0.03
2020,CO,State House,29,general,0.57,0.56,0.01
2020,NC,State House,72,general,0.67,0.71,0.05
2020,NC,State House,20,general,0.45,0.45,0
2020,IN,State House,21,general,0.36,0.36,0
2020,CA,State House,14,general,0.73,0.73,0
2020,IL,State House,67,general,0.75,0.66,0.09
2020,SD,State House,3,general,0.17,0.18,0.01
2020,TX,State House,78,general,0.67,0.61,0.06
2020,MN,State House,35A,general,0.42,0.44,0.01
2020,IA,State House,43,general,0.58,0.57,0
2020,SC,US House,4,general,0.39,0.37,0.03
2020,NC,State Senate,45,general,0.36,0.32,0.05
2020,CO,State House,11,general,0.68,0.69,0.01
2020,IL,State House,71,general,0.41,0.38,0.02
2020,OR,State House,27,general,0.71,0.7,0.02
2020,NM,US House,2,general,0.52,0.46,0.06
2020,UT,State House,25,general,0.76,0.85,0.08
2020,IA,US House,3,general,0.53,0.49,0.04
2020,SD,State House,10,general,0.33,0.27,0.06
2020,FL,State House,115,general,0.52,0.43,0.09
2020,CT,State House,89,general,0.38,0.36,0.02
2020,UT,State House,28,general,0.7,0.76,0.06
2020,WI,State House,49,general,0.43,0.41,0.02
2020,OH,State House,15,general,0.59,0.52,0.07
2020,WI,State House,8,general,0.75,0.79,0.04
2020,MI,State House,15,general,0.68,0.7,0.02
2020,CA,US House,20,general,0.77,0.79,0.02
2020,NV,State House,12,general,0.46,0.54,0.08
2020,RI,State House,75,general,0.71,0.69,0.02
2020,CT,State House,84,general,0.76,0.69,0.07
2020,CT,State House,68,general,0.32,0.35,0.03
2020,UT,State House,31,general,0.64,0.57,0.07
2020,CA,State House,1,general,0.46,0.4,0.06
2020,NC,State House,52,general,0.38,0.36,0.02
2020,MN,State House,22A,general,0.33,0.27,0.06
2020,CA,US House,47,general,0.76,0.67,0.09
2020,NM,State House,20,general,0.5,0.53,0.03
2020,MT,State House,90,general,0.68,0.68,0.01
2020,NJ,US House,7,general,0.51,0.51,0
2020,IL,State House,85,general,0.57,0.59,0.02
2020,SD,State House,13,general,0.24,0.24,0.01
2020,CT,State House,110,general,0.73,0.69,0.04
2020,CA,US House,5,general,0.79,0.8,0.02
2020,ME,State House,127,general,0.64,0.64,0
2020,CA,US House,50,general,0.49,0.46,0.03
2020,CA,State House,53,general,0.63,0.56,0.07
2020,CT,State House,51,general,0.48,0.43,0.05
2020,MI,State House,31,general,0.62,0.56,0.06
2020,OH,State House,37,general,0.52,0.51,0.01
2020,NC,State House,112,general,0.35,0.26,0.09
2020,PA,State House,104,general,0.46,0.44,0.02
2020,SC,State House,45,general,0.38,0.36,0.02
2020,AR,State House,5,general,0.59,0.56,0.03
2020,OR,US House,1,general,0.66,0.66,0
2020,MO,State House,103,general,0.38,0.37,0.02
2020,ME,State House,117,general,0.47,0.45,0.02
2020,CT,State House,101,general,0.48,0.55,0.07
2020,NC,State House,30,general,0.72,0.82,0.09
2020,NC,State House,55,general,0.48,0.42,0.06
2020,CT,State House,27,general,0.53,0.61,0.08
2020,KS,State House,18,general,0.54,0.52,0.02
2020,TX,State House,122,general,0.38,0.4,0.03
2020,NC,State Senate,39,general,0.64,0.62,0.02
2020,CT,State House,45,general,0.46,0.41,0.06
2020,CT,State House,107,general,0.4,0.42,0.02
2020,IA,State House,22,general,0.35,0.3,0.04
2020,AZ,State Senate,12,general,0.4,0.41,0.02
2020,ME,State House,81,general,0.55,0.56,0.02
2020,IN,State House,16,general,0.3,0.26,0.04
2020,DE,State House,15,general,0.65,0.68,0.02
2020,WI,State House,67,general,0.4,0.36,0.04
2020,SD,State House,1,general,0.34,0.29,0.06
2020,FL,State House,15,general,0.5,0.46,0.03
2020,CA,US House,38,general,0.32,0.26,0.07
2020,CO,State House,5,general,0.76,0.83,0.06
2020,OH,State House,20,general,0.59,0.59,0.01
2020,MO,State House,93,general,0.61,0.54,0.07
2020,WV,State House,49,general,0.37,0.38,0.01
2020,MI,State House,103,general,0.35,0.29,0.06
2020,TN,US Senate,TN,general,0.41,0.35,0.06
2020,TX,State House,62,general,0.27,0.21,0.06
2020,SD,State House,14,general,0.19,0.21,0.03
2020,TX,State House,133,general,0.41,0.41,0
2020,KS,State House,81,general,0.36,0.34,0.01
2020,MO,State House,120,general,0.31,0.23,0.08
2020,FL,State House,79,general,0.41,0.39,0.01
2020,CO,US House,1,general,0.76,0.75,0.01
2020,NC,State House,22,general,0.5,0.42,0.08
2020,IA,State House,75,general,0.4,0.36,0.04
2020,CT,State House,47,general,0.43,0.43,0
2020,TN,US House,4,general,0.37,0.33,0.04
2020,GA,State House,97,general,0.42,0.48,0.05
2020,ME,State House,18,general,0.57,0.53,0.04
2020,MN,State House,62B,general,0.86,0.91,0.05
2020,NY,State House,66,general,0.84,0.84,0
2020,CO,State House,60,general,0.39,0.38,0.02
2020,TX,US House,28,general,0.62,0.58,0.05
2020,TX,US House,8,general,0.25,0.25,0
2020,WI,State House,90,general,0.62,0.6,0.02
2020,FL,State House,28,general,0.47,0.46,0.01
2020,AZ,State House,27,general,0.41,0.39,0.01
2020,PA,State House,163,general,0.56,0.58,0.02
2020,CT,State House,140,general,0.78,0.78,0
2020,NC,State House,27,general,0.75,0.67,0.08
2020,MN,State House,45B,general,0.75,0.71,0.04
2020,WV,State House,4,general,0.25,0.3,0.05
2020,MS,US House,1,general,0.34,0.3,0.03
2020,IL,State House,68,general,0.46,0.5,0.04
2020,IA,State House,92,general,0.47,0.44,0.03
2020,RI,State House,21,general,0.61,0.59,0.02
2020,MN,State House,5A,general,0.52,0.47,0.05
2020,MI,State House,86,general,0.38,0.37,0.01
2020,MN,State House,37B,general,0.49,0.48,0.01
2020,CA,State House,78,general,0.57,0.57,0.01
2020,WI,State House,55,general,0.46,0.45,0.01
2020,WI,State House,83,general,0.31,0.3,0.01
2020,NY,State House,5,general,0.41,0.33,0.08
2020,GA,State House,119,general,0.47,0.45,0.02
2020,GA,State House,20,general,0.34,0.34,0
2020,GA,State House,101,general,0.61,0.62,0.01
2020,NM,State House,16,general,0.69,0.63,0.06
2020,IA,State House,55,general,0.49,0.46,0.03
2020,CA,State House,73,general,0.43,0.43,0.01
2020,OH,US House,12,general,0.46,0.42,0.04
2020,WY,State House,12,general,0.43,0.39,0.05
2020,CA,State House,22,general,0.78,0.77,0.01
2020,NH,State Senate,24,general,0.54,0.52,0.02
2020,MT,State House,5,general,0.6,0.6,0
2020,AZ,State Senate,18,general,0.56,0.6,0.04
2020,CA,State House,55,general,0.47,0.45,0.02
2020,MI,US House,13,general,0.63,0.67,0.04
2020,CT,State Senate,25,general,0.62,0.6,0.01
2020,TX,State House,48,general,0.65,0.7,0.05
2020,ME,State House,85,general,0.6,0.6,0
2020,TX,State House,130,general,0.3,0.31,0.01
2020,WV,US House,1,general,0.37,0.31,0.05
2020,FL,State House,64,general,0.49,0.46,0.04
2020,WI,State House,50,general,0.42,0.37,0.05
2020,NC,State House,95,general,0.38,0.34,0.04
2020,MO,State House,131,general,0.39,0.34,0.05
2020,NC,US House,5,general,0.36,0.31,0.05
2020,ME,State House,21,general,0.42,0.36,0.06
